Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, all ages§, Confirmed, Current week","Invasive pneumococcal disease, all ages§, Confirmed, Current week, flag","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, all ages§, Probable, Current week","Invasive pneumococcal disease, all ages§, Probable, Current week, flag","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2019†","Invasive pneumococcal disease, all ages§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
TEXAS,2020,13,,-,225,,342,,574,,,-,4,,5,,5,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,6,,,-,46,,,-,0,,,-,2,,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,5,,21,,15,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,5,,40,,300,,404,,,-,1,,2,,4,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,8,,9,,20,,,-,1,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,6,,16,,18,,,-,1,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,1,,17,,121,,169,,,-,0,,,-,1,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,8,,,-,88,,,-,1,,,-,2,,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,29,,135,,218,,,-,3,,12,,17,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,2,,19,,109,,133,,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,32,,156,,975,,1141,,,-,6,,24,,29,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,12,,28,,250,,259,,,-,2,,2,,1,,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,14,,40,,84,,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,5,,21,,155,,171,,,-,1,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,34,,76,,192,,,-,2,,3,,3,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,29,,63,,488,,453,,,-,5,,24,,20,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,12,,,-,6,,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,24,,133,,159,,,-,1,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,8,,18,,42,,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
NEW ENGLAND,2020,18,1,,38,,312,,542,,,-,1,,2,,4,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,8,,8,,31,,,-,1,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,6,,16,,24,,,-,0,,,-,1,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,17,,163,,212,,,-,0,,,-,1,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
SOUTH ATLANTIC,2020,13,26,,143,,885,,1071,,,-,4,,11,,8,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,13,,51,,76,,,-,1,,2,,1,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,3,,12,,85,,78,,,-,1,,,-,1,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,7,,24,,209,,219,,,-,0,,,-,1,,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,5,,16,,12,,,-,0,,,-,1,,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,33,,135,,139,,,-,2,,2,,1,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,9,,49,,68,,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,3,,5,,6,,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,15,,34,,335,,311,,,-,1,,1,,1,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,23,,144,,132,,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,43,,200,,309,,,-,4,,,-,7,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,5,,42,,240,,310,,,-,0,,,-,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,12,,44,,269,,254,,5,,3,,5,,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,11,,33,,119,,127,,,-,1,,1,,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,20,,90,,119,,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,5,,29,,30,,,-,2,,,-,1,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,4,,12,,17,,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,33,,167,,226,,,-,4,,3,,16,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,20,,127,,662,,793,,6,,6,,27,,19,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,16,,57,,123,,,-,2,,2,,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,16,,62,,315,,236,,,-,2,,6,,5,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,1,,8,,25,,38,,,-,1,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,6,,46,,291,,442,,,-,4,,4,,20,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,4,,19,,147,,178,,,-,1,,,-,3,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,28,,93,,875,,916,,,-,2,,1,,3,,,MOUNTAIN,20201348,
INDIANA,2020,13,3,,27,,143,,247,,,-,0,,,-,2,,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
KANSAS,2020,18,,-,8,,,-,107,,,-,0,,,-,3,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,32,,254,,287,,1,,4,,20,,21,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,1,,19,,123,,174,,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,8,,157,,1173,,1570,,2,,6,,29,,34,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,27,,261,,340,,,-,1,,2,,4,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,10,,40,,117,,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,21,,179,,229,,,-,1,,,-,,-,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,34,,76,,251,,,-,2,,3,,4,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,5,,62,,534,,631,,2,,5,,28,,23,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,12,,,-,21,,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,24,,140,,216,,,-,1,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,5,,25,,54,,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,3,,144,,1058,,1399,,,-,4,,12,,11,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,13,,76,,97,,,-,1,,2,,2,,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,13,,92,,98,,,-,1,,,-,1,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,-,24,,220,,279,,,-,0,,,-,1,,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,5,,19,,24,,,-,0,,,-,1,,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,1,,33,,146,,192,,,-,2,,2,,1,,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,9,,52,,91,,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,3,,6,,8,,,-,0,,,-,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,6,,33,,369,,379,,,-,1,,3,,1,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,3,,23,,174,,199,,,-,0,,,-,,-,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,44,,260,,425,,,-,4,,1,,9,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,2,,71,,315,,377,,,-,0,,,-,,-,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,6,,42,,315,,363,,,-,10,,15,,6,,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,33,,126,,166,,,-,1,,1,,,-,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,20,,111,,163,,,-,0,,,-,,-,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,5,,29,,47,,,-,2,,,-,1,,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,4,,12,,14,,,-,0,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,33,,167,,320,,,-,4,,3,,23,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,14,,127,,890,,1110,,1,,11,,45,,30,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,16,,79,,165,,,-,2,,2,,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,1,,62,,356,,324,,,-,2,,7,,6,,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,8,,37,,53,,,-,1,,,-,,-,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,46,,298,,623,,,-,4,,4,,28,,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,19,,147,,224,,,-,1,,,-,3,,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,7,,93,,956,,1170,,,-,2,,3,,3,,,MOUNTAIN,20201848,
INDIANA,2020,18,,-,29,,205,,315,,,-,0,,,-,2,,INDIANA,,20201816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201869,
US TERRITORIES,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201863,
NEW YORK CITY,2020,19,5,,42,,320,,378,,,-,10,,15,,6,,,NEW YORK CITY,20201912,
ARKANSAS,2020,19,3,,33,,129,,175,,,-,1,,1,,,-,ARKANSAS,,20201944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,19,,-,19,,111,,167,,,-,0,,,-,,-,MISSISSIPPI,,20201941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,19,,-,5,,29,,49,,,-,2,,,-,1,,SOUTH DAKOTA,,20201927,POINT (-100.230491 44.43614)
WYOMING,2020,19,,-,4,,12,,16,,,-,0,,,-,,-,WYOMING,,20201956,POINT (-107.55145 42.999627)
MISSOURI,2020,19,,-,33,,167,,333,,,-,4,,3,,27,,MISSOURI,,20201924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,19,10,,127,,901,,1172,,,-,11,,47,,31,,,MIDDLE ATLANTIC,20201909,
CALIFORNIA,2020,19,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20201959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,19,1,,16,,105,,171,,,-,2,,3,,,-,WEST VIRGINIA,,20201937,POINT (-80.613729 38.642579)
FLORIDA,2020,19,3,,62,,359,,356,,,-,2,,7,,6,,FLORIDA,,20201931,POINT (-82.420978 28.260731)
MONTANA,2020,19,,-,7,,38,,53,,,-,1,,,-,,-,MONTANA,,20201952,POINT (-109.645127 47.033521)
PACIFIC,2020,14,,-,9,,20,,96,,,-,0,,,-,2,,,PACIFIC,20201457,
TOTAL,2020,23,36,,811,,6846,,10521,,1,,13,,126,,150,,,TOTAL,20202370,
US RESIDENTS,2020,23,36,,811,,6846,,10521,,1,,13,,126,,150,,,US RESIDENTS,20202301,
NEW HAMPSHIRE,2020,23,,-,8,,47,,66,,,-,1,,2,,,-,NEW HAMPSHIRE,,20202306,POINT (-71.57139 43.680429)
TOTAL,2020,14,87,,747,,5435,,6899,,16,,13,,97,,101,,,TOTAL,20201470,
US RESIDENTS,2020,14,87,,747,,5435,,6899,,16,,13,,97,,101,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,1,,8,,41,,44,,,-,1,,2,,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,8,,94,,215,,266,,1,,3,,9,,1,,NEW YORK,,20201411,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,14,5,,273,,600,,939,,,-,4,,6,,6,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,2,,9,,64,,72,,,-,1,,1,,1,,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,2,,78,,604,,732,,,-,2,,4,,4,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,6,,33,,28,,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,17,,102,,134,,,-,0,,,-,,-,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,225,,342,,627,,,-,4,,5,,6,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,6,,,-,50,,,-,0,,,-,2,,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,5,,29,,15,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,3,,40,,305,,438,,,-,1,,2,,4,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,8,,9,,21,,,-,1,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,6,,16,,18,,,-,1,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,17,,125,,174,,,-,0,,,-,1,,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,8,,,-,92,,,-,1,,,-,2,,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,2,,30,,215,,223,,1,,3,,15,,18,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,19,,114,,140,,,-,0,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,20,,157,,1021,,1246,,4,,6,,28,,30,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,28,,250,,277,,,-,2,,2,,2,,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,14,,40,,98,,,-,0,,,-,,-,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,3,,21,,159,,186,,,-,1,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,34,,76,,206,,,-,2,,3,,4,,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,17,,63,,504,,507,,4,,5,,28,,20,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,12,,,-,7,,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,24,,133,,172,,,-,1,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,5,,20,,46,,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,19,,143,,924,,1158,,,-,4,,11,,9,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,13,,60,,81,,,-,1,,2,,2,,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,1,,12,,86,,79,,,-,1,,,-,1,,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,11,,24,,220,,229,,,-,0,,,-,1,,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,1,,5,,17,,13,,,-,0,,,-,1,,VERMONT,,20201408,POINT (-72.662695 44.075252)
NEW YORK,2020,23,5,,94,,269,,473,,1,,4,,12,,1,,NEW YORK,,20202311,POINT (-75.59655 42.921241)
PACIFIC,2020,23,,-,11,,102,,137,,,-,2,,5,,2,,,PACIFIC,20202357,
WEST SOUTH CENTRAL,2020,23,1,,273,,764,,1379,,,-,4,,11,,9,,,WEST SOUTH CENTRAL,20202343,
KENTUCKY,2020,14,2,,33,,139,,150,,,-,2,,2,,1,,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,1,,9,,51,,72,,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,1,,3,,6,,7,,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,5,,34,,343,,326,,,-,1,,1,,1,,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,3,,23,,154,,144,,,-,0,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,43,,200,,334,,,-,4,,,-,8,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,3,,42,,254,,336,,,-,0,,,-,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,9,,42,,276,,277,,10,,5,,15,,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,5,,33,,125,,140,,,-,1,,1,,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,20,,90,,131,,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,5,,29,,35,,,-,2,,,-,1,,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,4,,12,,18,,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,33,,167,,243,,,-,4,,3,,18,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,19,,127,,766,,847,,12,,6,,41,,21,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,16,,57,,131,,,-,2,,2,,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,12,,62,,327,,259,,,-,2,,6,,5,,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,8,,25,,40,,,-,1,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,2,,46,,293,,477,,,-,4,,4,,22,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,19,,147,,190,,,-,1,,,-,3,,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,17,,93,,902,,966,,,-,2,,1,,3,,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,28,,163,,261,,,-,0,,,-,2,,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
NEBRASKA,2020,23,2,,9,,70,,105,,,-,1,,1,,1,,NEBRASKA,,20202325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,23,5,,77,,731,,1088,,,-,2,,4,,6,,,EAST SOUTH CENTRAL,20202338,
NORTH DAKOTA,2020,23,,-,6,,36,,45,,,-,0,,,-,,-,NORTH DAKOTA,,20202326,POINT (-100.46931 47.446305)
NEVADA,2020,23,,-,16,,103,,209,,,-,0,,,-,,-,NEVADA,,20202353,POINT (-114.916992 39.283294)
ILLINOIS,2020,23,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20202315,POINT (-89.148632 40.124144)
IOWA,2020,23,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20202321,POINT (-93.500061 42.074659)
TEXAS,2020,23,,-,225,,457,,924,,,-,4,,7,,9,,TEXAS,,20202347,POINT (-99.317341 31.447238)
